Date,Region,Sales Territory Key,Conditions,Precipitation (in),Snow (in),Max Temperature,Average Temperature,Min Temperature
2016-03-05,Northeast,2,Clear,0,0,36,28,21
2016-03-05,Northeast,2,Rain,4.98,0,49,52,37
2016-03-05,Northeast,2,Snow,1.65,13,32,,21
2016-03-05,Northwest,1,Rain,31.17,0,60,,45
2016-03-05,Southeast,5,Clear,0,0,82,,65
2016-03-05,Southeast,5,Rain,0.01,0,78,73,65
2016-03-05,Southwest,4,Clear,0,0,75,63,45
2016-03-05,United Kingdom,10,Clear,0,0,46,37,26
2016-03-05,United Kingdom,10,Rain,0.39,0,45,,31
2016-03-06,Australia,9,Clear,0,0,83,65.33333333,61
2016-03-06,Australia,9,Rain,0.66,0,59,,43
2016-03-06,Canada,6,Clear,0,0,52,34.8,37
2016-03-06,Canada,6,Rain,0.32,0,,,
2016-03-06,Central,3,Clear,0,0,74,,46
2016-03-06,France,7,Clear,0,0,46,39,34
2016-03-06,France,7,Rain,0.22,0,47,42,38
2016-03-06,Germany,8,Clear,0,0,,38,
2016-03-06,Germany,8,Rain,1.98,0,40,38,32
2016-03-06,Northeast,2,Clear,0,0,40,34,23
2016-03-06,Northeast,2,Rain,2.49,0,59,53,43
2016-03-06,Northwest,1,Rain,21.56,0,57,,42
2016-03-06,Southeast,5,Clear,0,0,79,72,65
2016-03-06,Southeast,5,Rain,0.03,0,,,
2016-03-06,Southwest,4,Clear,0,0,78,65,53
2016-03-06,United Kingdom,10,Clear,0,0,46,,31
2016-03-06,United Kingdom,10,Rain,0.22,0,45,39,32
2016-03-07,Australia,9,Clear,0,0,78,68.33333333,64
2016-03-07,Australia,9,Rain,1.43,0,70,,56
2016-03-07,Canada,6,Clear,0,0,57,34,40
2016-03-07,Canada,6,Rain,0.54,0,51,32,32
2016-03-07,Central,3,Clear,0,0,74,,64
2016-03-07,France,7,Clear,0,0,,,
2016-03-07,France,7,Rain,0.15,0,44,38.5,35
2016-03-07,Germany,8,Clear,0,0,44,36,29
2016-03-07,Germany,8,Rain,0.06,0,44,37,27
2016-03-07,Northeast,2,Clear,0,0,47,38,24
2016-03-07,Northeast,2,Rain,5.39,0,51,45,41
2016-03-07,Northwest,1,Clear,,0,67,,42
2016-03-07,Northwest,1,Rain,34.04,0,50,,39
2016-03-07,Southeast,5,Clear,0,0,78,71,65
2016-03-07,Southwest,4,Clear,0,0,76,69,57
2016-03-07,Southwest,4,Rain,0.28,0,,,
2016-03-07,United Kingdom,10,Clear,0,0,48,40,31
2016-03-07,United Kingdom,10,Rain,0.13,0,,,
2016-03-08,Australia,9,Clear,0,0,104,90,67
2016-03-08,Australia,9,Rain,0.94,0,87,75.5,58
2016-03-08,Canada,6,Clear,0,0,46,31.4,33
2016-03-08,Canada,6,Rain,1.14,0,83,,68
2016-03-08,Canada,6,Snow,0.05,2,,,
2016-03-08,Central,3,Clear,0,0,,,
2016-03-08,Central,3,Rain,0.91,0,67,,53
2016-03-08,France,7,Clear,0,0,49,40,31
2016-03-08,France,7,Rain,0.25,0,49,42,37
2016-03-08,Germany,8,Clear,0,0,46,35,26
2016-03-08,Northeast,2,Clear,0,0,52,44,28
2016-03-08,Northeast,2,Rain,2.25,0,53,44,35
2016-03-08,Northwest,1,Clear,0,0,53,,39
2016-03-08,Northwest,1,Rain,18.78,0,50,,36
2016-03-08,Southeast,5,Clear,0,0,77,74,69
2016-03-08,Southeast,5,Rain,0.44,0,,,
2016-03-08,Southwest,4,Clear,0,0,75,,59
2016-03-08,Southwest,4,Rain,3.6,0,78,72,65
2016-03-08,United Kingdom,10,Clear,0,0,49,39,26
2016-03-08,United Kingdom,10,Rain,1.35,0,52,,29
2016-03-09,Australia,9,Clear,0,0,83,64.66666667,67
2016-03-09,Australia,9,Rain,1.57,0,71,,55
2016-03-09,Canada,6,Clear,0,0,41,23.6,32
2016-03-09,Canada,6,Rain,6.15,0,71,,59
2016-03-09,Central,3,Clear,0,0,61,,43
2016-03-09,Central,3,Rain,5.12,0,,,
2016-03-09,France,7,Clear,0,0,49,43,40
2016-03-09,France,7,Rain,0.25,0,49,42,39
2016-03-09,Germany,8,Clear,0,0,48,37,27
2016-03-09,Northeast,2,Clear,0,0,68,53,35
2016-03-09,Northeast,2,Rain,10.67,0,53,46,42
2016-03-09,Northwest,1,Clear,0,0,,,
2016-03-09,Northwest,1,Rain,18.31,0,50,,39
2016-03-09,Southeast,5,Clear,0,0,79,75,71
2016-03-09,Southeast,5,Rain,17.23,0,,,
2016-03-09,Southwest,4,Clear,,0,84,,52
2016-03-09,Southwest,4,Rain,128.44,0,76,65,58
2016-03-09,United Kingdom,10,Clear,0,0,47,,34
2016-03-09,United Kingdom,10,Rain,1.04,0,48,46,35
2016-03-10,Australia,9,Clear,0,0,70,53,51
2016-03-10,Australia,9,Rain,3.25,0,68,67,62
2016-03-10,Canada,6,Clear,0,0,53,30,37
2016-03-10,Canada,6,Rain,4.69,0,64,,58
2016-03-10,Central,3,Clear,0,0,70,,37
2016-03-10,France,7,Clear,0,0,49,44,39
2016-03-10,France,7,Rain,1.32,0,49,45,41
2016-03-10,Germany,8,Clear,0,0,47,41,36
2016-03-10,Northeast,2,Clear,0,0,74,,46
2016-03-10,Northeast,2,Rain,25.34,0,65,56,49
2016-03-10,Northwest,1,Rain,111.87,0,52,,39
2016-03-10,Southeast,5,Clear,0,0,80,76,72
2016-03-10,Southeast,5,Rain,12.98,0,,,
2016-03-10,Southwest,4,Clear,0,0,54,,52
2016-03-10,Southwest,4,Rain,94.17,0,62,61,58
2016-03-10,United Kingdom,10,Clear,,0,51,,41
2016-03-10,United Kingdom,10,Rain,1.69,0,52,44,41
2016-03-11,Australia,9,Clear,0,0,75,54,51
2016-03-11,Australia,9,Rain,13.6,0,81,72,62
2016-03-11,Canada,6,Clear,0,0,59,42.25,44
2016-03-11,Canada,6,Rain,2.8,0,69,,54
2016-03-11,Central,3,Clear,0,0,72,,37
2016-03-11,France,7,Clear,0,0,53,46,40
2016-03-11,France,7,Rain,0.42,0,,,
2016-03-11,Germany,8,Clear,0,0,41,39,37
2016-03-11,Germany,8,Rain,0.34,0,,,
2016-03-11,Northeast,2,Clear,0,0,60,,37
2016-03-11,Northeast,2,Rain,24.34,0,61,46.5,43
2016-03-11,Northwest,1,Clear,0,0,,,
2016-03-11,Northwest,1,Rain,13.95,0,55,,35
2016-03-11,Southeast,5,Clear,0,0,80,76,72
2016-03-11,Southeast,5,Rain,1.65,0,,,
2016-03-11,Southwest,4,Clear,0,0,57,,52
2016-03-11,Southwest,4,Rain,18.64,0,68,65,58
2016-03-11,United Kingdom,10,Clear,0,0,52,,32
2016-03-11,United Kingdom,10,Rain,0.01,0,,41,32
2016-03-12,Australia,9,Clear,0,0,73,66,64
2016-03-12,Australia,9,Rain,0.86,0,61,60.5,54
2016-03-12,Canada,6,Clear,0,0,62,42,42
2016-03-12,Canada,6,Rain,1.59,0,,,
2016-03-12,Central,3,Rain,2.32,0,60,,50
2016-03-12,France,7,Clear,0,0,53,44.5,36
2016-03-12,France,7,Rain,0.33,0,,,
2016-03-12,Germany,8,Clear,0,0,40,37,33
2016-03-12,Northeast,2,Clear,0,0,59,45,28
2016-03-12,Northeast,2,Rain,6.78,0,51,47,38
2016-03-12,Northwest,1,Clear,0,0,59,,35
2016-03-12,Northwest,1,Rain,42.02,0,50,,39
2016-03-12,Southeast,5,Clear,0,0,81,76,72
2016-03-12,Southeast,5,Rain,1.72,0,,,
2016-03-12,Southwest,4,Clear,0,0,73,64,53
2016-03-12,Southwest,4,Rain,18.86,0,67,,55
2016-03-12,United Kingdom,10,Clear,0,0,52,43,35
2016-03-12,United Kingdom,10,Rain,0.62,0,,,
2016-03-13,Australia,9,Clear,0,0,76,67,63
2016-03-13,Australia,9,Rain,2.09,0,70,62.5,55
2016-03-13,Canada,6,Clear,0,0,60,43,46
2016-03-13,Canada,6,Rain,0.25,0,,,
2016-03-13,Central,3,Clear,0,0,,,
2016-03-13,Central,3,Rain,1.29,0,68,,48
2016-03-13,France,7,Clear,0,0,52,43.5,35
2016-03-13,France,7,Rain,0.07,0,,,
2016-03-13,Germany,8,Clear,0,0,37,35.5,31
2016-03-13,Northeast,2,Clear,0,0,61,54,37
2016-03-13,Northeast,2,Rain,5.28,0,54,44,40
2016-03-13,Northwest,1,Rain,25.44,0,50,,38
2016-03-13,Southeast,5,Clear,0,0,82,76,73
2016-03-13,Southeast,5,Rain,0.21,0,86,,72
2016-03-13,Southwest,4,Clear,0,0,77,67,52
2016-03-13,Southwest,4,Rain,0.04,0,,,
2016-03-13,United Kingdom,10,Clear,0,0,52,43,35
2016-03-13,United Kingdom,10,Rain,0.19,0,,,
2016-03-14,Australia,9,Clear,0,0,71,59.5,61
2016-03-14,Australia,9,Rain,0.88,0,67,65,58
2016-03-14,Canada,6,Clear,0,0,79,40,47
2016-03-14,Canada,6,Rain,1.49,0,59,44,40
2016-03-14,Central,3,Clear,0,0,77,,45
2016-03-14,Central,3,Rain,2.69,0,,,
2016-03-14,France,7,Clear,0,0,49,42.5,37
2016-03-14,France,7,Rain,0.28,0,,,
2016-03-14,Germany,8,Clear,0,0,,39,
2016-03-14,Germany,8,Rain,0.32,0,45,38,30
2016-03-14,Northeast,2,Clear,0,0,60,,37
2016-03-14,Northeast,2,Rain,7.08,0,48,42.5,38
2016-03-14,Northwest,1,Clear,,0,55,,40
2016-03-14,Northwest,1,Rain,29.73,0,45,,37
2016-03-14,Southeast,5,Clear,0,0,84,77,71
2016-03-14,Southeast,5,Rain,0.59,0,,,
2016-03-14,Southwest,4,Clear,0,0,86,69,47
2016-03-14,United Kingdom,10,Clear,0,0,47,44,38
2016-03-14,United Kingdom,10,Rain,0.33,0,,,
2016-03-15,Australia,9,Clear,0,0,80,67,55
2016-03-15,Australia,9,Rain,1.04,0,64,62.5,49
2016-03-15,Canada,6,Clear,0,0,88,45,68
2016-03-15,Canada,6,Rain,12.01,0,45,41.5,38
2016-03-15,Central,3,Clear,0,0,,,
2016-03-15,Central,3,Rain,0.03,0,66,,46
2016-03-15,France,7,Clear,0,0,55,45,35
2016-03-15,France,7,Rain,2.52,0,,,
2016-03-15,Germany,8,Clear,0,0,43,40,38
2016-03-15,Germany,8,Rain,0.91,0,,,
2016-03-15,Northeast,2,Clear,0,0,50,42,39
2016-03-15,Northeast,2,Rain,47.12,0,46,43,38
2016-03-15,Northwest,1,Clear,0,0,52,,39
2016-03-15,Northwest,1,Rain,15.5,0,45,,36
2016-03-15,Southeast,5,Clear,0,0,87,,69
2016-03-15,Southeast,5,Rain,0.04,0,86,78,70
2016-03-15,Southwest,4,Clear,0,0,90,73,53
2016-03-15,United Kingdom,10,Clear,0,0,49,43,34
2016-03-15,United Kingdom,10,Rain,0.06,0,,,
2016-03-16,Australia,9,Clear,0,0,86,67.66666667,55
2016-03-16,Australia,9,Rain,0.31,0,53,,38
2016-03-16,Canada,6,Clear,0,0,82,35,65
2016-03-16,Canada,6,Rain,10.6,0,41,33.5,33
2016-03-16,Canada,6,Snow,1.64,16,36,34.5,33
2016-03-16,Central,3,Clear,0,0,65,,37
2016-03-16,Central,3,Rain,0.15,0,,,
2016-03-16,France,7,Clear,0,0,46,43,38
2016-03-16,France,7,Rain,0.66,0,53,44,39
2016-03-16,Germany,8,Clear,0,0,49,40.5,31
2016-03-16,Germany,8,Rain,0.31,0,,,
2016-03-16,Northeast,2,Clear,0,0,52,45,39
2016-03-16,Northeast,2,Rain,15.76,0,50,43,40
2016-03-16,Northwest,1,Clear,0,0,53,,37
2016-03-16,Northwest,1,Rain,3.69,0,47,,36
2016-03-16,Southeast,5,Clear,0,0,86,78,70
2016-03-16,Southwest,4,Clear,0,0,86,68,54
2016-03-16,United Kingdom,10,Clear,0,0,53,45,41
2016-03-16,United Kingdom,10,Rain,0.17,0,,,
2016-03-17,Australia,9,Clear,0,0,85,68,56
2016-03-17,Australia,9,Rain,0.07,0,,,
2016-03-17,Canada,6,Clear,0,0,48,28,40
2016-03-17,Canada,6,Rain,2.47,0,47,25.5,38
2016-03-17,Canada,6,Snow,5.84,68,,,
2016-03-17,Central,3,Clear,0,0,64,,32
2016-03-17,France,7,Clear,0,0,56,45,36
2016-03-17,France,7,Rain,0.29,0,,,
2016-03-17,Germany,8,Clear,0,0,54,39.5,27
2016-03-17,Germany,8,Rain,0.17,0,,,
2016-03-17,Northeast,2,Clear,0,0,59,44,38
2016-03-17,Northeast,2,Rain,7.19,0,58,49,41
2016-03-17,Northwest,1,Clear,0,0,54,,31
2016-03-17,Northwest,1,Rain,0.29,0,47,,31
2016-03-17,Southeast,5,Clear,0,0,86,77,69
2016-03-17,Southeast,5,Rain,0.01,0,,,
2016-03-17,Southwest,4,Clear,0,0,81,,56
2016-03-17,Southwest,4,Rain,0.09,0,80,71,63
2016-03-17,United Kingdom,10,Clear,0,0,45,44,33
2016-03-17,United Kingdom,10,Rain,0.07,0,,,
2016-03-18,Australia,9,Clear,0,0,64,,47
2016-03-18,Australia,9,Rain,23.78,0,66,54,56
2016-03-18,Canada,6,Clear,0,0,47,24.6,29
2016-03-18,Canada,6,Rain,0.13,0,79,,56
2016-03-18,Canada,6,Snow,0.33,3,,,
2016-03-18,Central,3,Clear,0,0,,,
2016-03-18,Central,3,Rain,0.3,0,52,,32
2016-03-18,France,7,Clear,0,0,53,43,36
2016-03-18,France,7,Rain,0.05,0,,,
2016-03-18,Germany,8,Clear,0,0,44,39,33
2016-03-18,Germany,8,Rain,0.03,0,45,,36
2016-03-18,Northeast,2,Clear,0,0,58,53,37
2016-03-18,Northeast,2,Rain,1.41,0,59,47,38
2016-03-18,Northwest,1,Clear,0,0,59,,39
2016-03-18,Northwest,1,Rain,0.02,0,,,
2016-03-18,Southeast,5,Clear,0,0,86,78,69
2016-03-18,Southeast,5,Rain,0.27,0,85,,68
2016-03-18,Southwest,4,Clear,0,0,77,,65
2016-03-18,Southwest,4,Rain,0.62,0,78,71,59
2016-03-18,United Kingdom,10,Clear,0,0,48,41,33
2016-03-19,Australia,9,Clear,0,0,57,36,43
2016-03-19,Australia,9,Rain,13.79,0,65,59,52
2016-03-19,Canada,6,Clear,0,0,49,27.2,32
2016-03-19,Canada,6,Rain,0.25,0,,,
2016-03-19,Central,3,Clear,0,0,46,,26
2016-03-19,Central,3,Rain,0.42,0,,,
2016-03-19,France,7,Clear,0,0,46,42.5,40
2016-03-19,France,7,Rain,0.02,0,,,
2016-03-19,Germany,8,Clear,0,0,50,42.5,37
2016-03-19,Northeast,2,Clear,0,0,49,46,28
2016-03-19,Northeast,2,Rain,1.13,0,54,,31
2016-03-19,Northwest,1,Clear,0,0,60,,44
2016-03-19,Northwest,1,Rain,0.03,0,,,
2016-03-19,Southeast,5,Clear,0,0,86,80,71
2016-03-19,Southeast,5,Rain,0.12,0,89,,73
2016-03-19,Southwest,4,Clear,0,0,63,58,43
2016-03-19,Southwest,4,Rain,7.7,0,79,,44
2016-03-19,United Kingdom,10,Clear,0,0,51,44,40
2016-03-19,United Kingdom,10,Rain,0.01,0,50,,38
2016-03-20,Australia,9,Clear,0,0,67,39,45
2016-03-20,Australia,9,Rain,2.83,0,71,60.5,47
2016-03-20,Canada,6,Clear,0,0,43,29.8,27
2016-03-20,Canada,6,Rain,0.15,0,84,,72
2016-03-20,Central,3,Clear,0,0,52,,30
2016-03-20,France,7,Clear,0,0,45,42.5,41
2016-03-20,France,7,Rain,0.01,0,,,
2016-03-20,Germany,8,Clear,0,0,45,41,35
2016-03-20,Germany,8,Rain,0.44,0,45,42,37
2016-03-20,Northeast,2,Clear,0,0,42,,23
2016-03-20,Northeast,2,Rain,0.6,0,49,42,43
2016-03-20,Northeast,2,Snow,0.04,0,37,,22
2016-03-20,Northwest,1,Clear,0,0,59,,46
2016-03-20,Northwest,1,Rain,1.75,0,57,,47
2016-03-20,Southeast,5,Clear,0,0,86,,71
2016-03-20,Southeast,5,Rain,0.83,0,86,78,72
2016-03-20,Southwest,4,Clear,0,0,61,51,37
2016-03-20,Southwest,4,Rain,0.47,0,,,
2016-03-20,United Kingdom,10,Clear,0,0,54,45,40
2016-03-20,United Kingdom,10,Rain,0.02,0,,,
2016-03-21,Australia,9,Clear,0,0,73,55.66666667,48
2016-03-21,Australia,9,Rain,0.79,0,64,,48
2016-03-21,Canada,6,Clear,0,0,43,29.6,25
2016-03-21,Canada,6,Rain,0.87,0,85,,66
2016-03-21,Canada,6,Snow,0.65,9,39,,28
2016-03-21,Central,3,Clear,0,0,70,,27
2016-03-21,France,7,Clear,0,0,51,45.5,40
2016-03-21,France,7,Rain,0.16,0,,,
2016-03-21,France,7,Snow,0.6,6,,,
2016-03-21,Germany,8,Clear,,0,,42,
2016-03-21,Germany,8,Rain,0.57,0,47,42,36
2016-03-21,Germany,8,Snow,0.29,4,,,
2016-03-21,Northeast,2,Clear,0,0,44,,28
2016-03-21,Northeast,2,Rain,4.89,0,50,50,37
2016-03-21,Northeast,2,Snow,15.09,180,40,33,26
2016-03-21,Northwest,1,Clear,,0,62,,42
2016-03-21,Northwest,1,Rain,24.32,0,55,,44
2016-03-21,Southeast,5,Clear,0,0,71,,57
2016-03-21,Southeast,5,Rain,1.48,0,82,68,64
2016-03-21,Southwest,4,Clear,0,0,62,47,32
2016-03-21,United Kingdom,10,Clear,0,0,57,48,41
2016-03-21,United Kingdom,10,Rain,0.14,0,,,
2016-03-22,Australia,9,Clear,0,0,76,63,49
2016-03-22,Australia,9,Rain,0.6,0,,,
2016-03-22,Canada,6,Clear,0,0,45,26,31
2016-03-22,Canada,6,Rain,0.72,0,44,,29
2016-03-22,Central,3,Clear,0,0,78,,51
2016-03-22,France,7,Clear,0,0,56,48,42
2016-03-22,France,7,Rain,0.28,0,,,
2016-03-22,Germany,8,Clear,,0,,43,
2016-03-22,Germany,8,Rain,0.63,0,48,43,39
2016-03-22,Northeast,2,Clear,0,0,49,44,31
2016-03-22,Northeast,2,Rain,2.9,0,44,,29
2016-03-22,Northeast,2,Snow,1.51,23,44,,26
2016-03-22,Northwest,1,Clear,0,0,60,,47
2016-03-22,Northwest,1,Rain,23.16,0,53,,41
2016-03-22,Southeast,5,Clear,0,0,72,64,56
2016-03-22,Southwest,4,Clear,0,0,69,56,34
2016-03-22,United Kingdom,10,Clear,0,0,50,46,33
2016-03-22,United Kingdom,10,Rain,0.15,0,,,
2016-03-23,Australia,9,Clear,0,0,83,69.66666667,52
2016-03-23,Australia,9,Rain,0.16,0,53,,46
2016-03-23,Canada,6,Clear,0,0,44,23.8,25
2016-03-23,Canada,6,Rain,0.14,0,82,,65
2016-03-23,Central,3,Clear,0,0,80,,47
2016-03-23,France,7,Clear,0,0,51,47,40
2016-03-23,France,7,Rain,0.07,0,,,
2016-03-23,Germany,8,Clear,0,0,45,42,37
2016-03-23,Germany,8,Rain,0.04,0,45,40,36
2016-03-23,Northeast,2,Clear,0,0,55,49,35
2016-03-23,Northeast,2,Rain,1.01,0,59,48,43
2016-03-23,Northwest,1,Clear,0,0,,,
2016-03-23,Northwest,1,Rain,6.98,0,52,,44
2016-03-23,Southeast,5,Clear,0,0,77,74,61
2016-03-23,Southwest,4,Clear,0,0,76,,43
2016-03-23,Southwest,4,Rain,0.01,0,81,70,65
2016-03-23,United Kingdom,10,Clear,0,0,53,47,42
2016-03-23,United Kingdom,10,Rain,0.15,0,,,
2016-03-24,Australia,9,Clear,0,0,69,64,58
2016-03-24,Australia,9,Rain,0.74,0,61,54.5,45
2016-03-24,Canada,6,Clear,0,0,72,33,55
2016-03-24,Canada,6,Rain,1.92,0,54,37.5,35
2016-03-24,Canada,6,Snow,0.52,5,47,36.5,27
2016-03-24,Central,3,Clear,0,0,,,
2016-03-24,Central,3,Rain,0.24,0,51,,28
2016-03-24,France,7,Clear,0,0,52,49,46
2016-03-24,France,7,Rain,0.31,0,51,47,42
2016-03-24,Germany,8,Clear,0,0,46,40,32
2016-03-24,Germany,8,Rain,0.04,0,47,38,32
2016-03-24,Northeast,2,Clear,0,0,52,43.5,36
2016-03-24,Northeast,2,Rain,6.24,0,56,,38
2016-03-24,Northwest,1,Clear,0,0,54,,45
2016-03-24,Northwest,1,Rain,24.58,0,49,,40
2016-03-24,Southeast,5,Clear,0,0,81,,71
2016-03-24,Southeast,5,Rain,0.65,0,81,76,69
2016-03-24,Southwest,4,Clear,0,0,,,
2016-03-24,Southwest,4,Rain,28.13,0,76,63,46
2016-03-24,United Kingdom,10,Clear,0,0,59,47,41
2016-03-24,United Kingdom,10,Rain,1.18,0,59,,41
2016-03-25,Australia,9,Clear,0,0,67,51,53
2016-03-25,Australia,9,Rain,0.15,0,71,61,55
2016-03-25,Canada,6,Clear,0,0,52,25.66666667,38
2016-03-25,Canada,6,Rain,0.74,0,28,23.5,19
2016-03-25,Canada,6,Snow,3.03,21,,,
2016-03-25,Central,3,Clear,0,0,62,,23
2016-03-25,Central,3,Rain,0.07,0,,,
2016-03-25,France,7,Rain,0.35,0,59,49.5,45
2016-03-25,Germany,8,Clear,,0,,43,
2016-03-25,Germany,8,Rain,1.37,0,47,43,38
2016-03-25,Northeast,2,Clear,0,0,48,47,39
2016-03-25,Northeast,2,Rain,3.89,0,46,39,35
2016-03-25,Northwest,1,Clear,0,0,52,,41
2016-03-25,Northwest,1,Rain,4.67,0,52,,39
2016-03-25,Southeast,5,Clear,0,0,83,79,73
2016-03-25,Southeast,5,Rain,1.26,0,85,,74
2016-03-25,Southwest,4,Clear,0,0,69,54,38
2016-03-25,United Kingdom,10,Clear,0,0,56,,44
2016-03-25,United Kingdom,10,Rain,0.7,0,,51,
2016-03-26,Australia,9,Clear,0,0,68,61.5,53
2016-03-26,Australia,9,Rain,0.34,0,62,51,44
2016-03-26,Canada,6,Clear,0,0,53,23.5,31
2016-03-26,Canada,6,Rain,0.97,0,43,26,26
2016-03-26,Central,3,Clear,0,0,,,
2016-03-26,Central,3,Rain,0.67,0,58,,37
2016-03-26,France,7,Rain,0.53,0,59,52.5,44
2016-03-26,Germany,8,Clear,0,0,57,48.5,41
2016-03-26,Germany,8,Rain,0.17,0,,,
2016-03-26,Northeast,2,Clear,0,0,46,40,31
2016-03-26,Northeast,2,Rain,7.11,0,54,49,36
2016-03-26,Northwest,1,Clear,0,0,58,,39
2016-03-26,Northwest,1,Rain,0.97,0,55,,37
2016-03-26,Southeast,5,Clear,0,0,87,80,73
2016-03-26,Southeast,5,Rain,2.01,0,86,,74
2016-03-26,Southwest,4,Clear,0,0,72,57,38
2016-03-26,Southwest,4,Rain,0.01,0,,,
2016-03-26,United Kingdom,10,Clear,0,0,52,49,43
2016-03-26,United Kingdom,10,Rain,0.32,0,52,,43
2016-03-27,Australia,9,Clear,0,0,67,,56
2016-03-27,Australia,9,Rain,1.9,0,66,58,54
2016-03-27,Australia,9,Snow,0.26,1,56,42,33
2016-03-27,Canada,6,Clear,0,0,54,36,40
2016-03-27,Canada,6,Rain,0.92,0,,,
2016-03-27,Central,3,Rain,1.46,0,56,,32
2016-03-27,Central,3,Snow,2.94,16,56,,32
2016-03-27,France,7,Clear,0,0,,,
2016-03-27,France,7,Rain,0.7,0,59,49.5,44
2016-03-27,Germany,8,Clear,0,0,61,48,38
2016-03-27,Northeast,2,Clear,0,0,48,37,29
2016-03-27,Northeast,2,Rain,2.93,0,55,50,40
2016-03-27,Northwest,1,Clear,0,0,,,
2016-03-27,Northwest,1,Rain,22.18,0,53,,37
2016-03-27,Southeast,5,Clear,0,0,86,79,74
2016-03-27,Southeast,5,Rain,0.01,0,86,,74
2016-03-27,Southwest,4,Clear,0,0,72,,46
2016-03-27,Southwest,4,Rain,0.13,0,73,64,50
2016-03-27,United Kingdom,10,Clear,,0,55,,42
2016-03-27,United Kingdom,10,Rain,2.27,0,54,46,42
2016-03-28,Australia,9,Clear,0,0,66,56.33333333,47
2016-03-28,Australia,9,Rain,0.79,0,55,,38
2016-03-28,Canada,6,Clear,0,0,57,35.4,38
2016-03-28,Canada,6,Rain,1.03,0,48,,36
2016-03-28,Central,3,Clear,0,0,68,,30
2016-03-28,Central,3,Rain,1.31,0,,,
2016-03-28,Central,3,Snow,0.06,0,,,
2016-03-28,France,7,Clear,0,0,,,
2016-03-28,France,7,Rain,0.37,0,60,51,45
2016-03-28,Germany,8,Clear,,0,,49,
2016-03-28,Germany,8,Rain,1.5,0,61,51,38
2016-03-28,Northeast,2,Clear,0,0,51,44,34
2016-03-28,Northeast,2,Rain,7.92,0,45,40,34
2016-03-28,Northwest,1,Clear,0,0,57,,38
2016-03-28,Northwest,1,Rain,23.07,0,48,,36
2016-03-28,Northwest,1,Snow,1.19,0,,,
2016-03-28,Southeast,5,Clear,0,0,86,80,74
2016-03-28,Southeast,5,Rain,0.07,0,,,
2016-03-28,Southwest,4,Clear,0,0,73,58,43
2016-03-28,Southwest,4,Rain,0.09,0,,,
2016-03-28,United Kingdom,10,Clear,,0,55,,40
2016-03-28,United Kingdom,10,Rain,0.84,0,55,47,38
2016-03-29,Australia,9,Clear,0,0,65,58.66666667,53
2016-03-29,Australia,9,Rain,0.59,0,,,
2016-03-29,Canada,6,Clear,0,0,58,40,37
2016-03-29,Canada,6,Rain,1.65,0,58,,49
2016-03-29,Central,3,Clear,0,0,70,,43
2016-03-29,France,7,Rain,1.72,0,58,49.5,43
2016-03-29,Germany,8,Clear,,0,,44,
2016-03-29,Germany,8,Rain,2.68,0,51,45,38
2016-03-29,Northeast,2,Clear,0,0,53,47,37
2016-03-29,Northeast,2,Rain,27.64,0,46,,38
2016-03-29,Northwest,1,Clear,0,0,59,,35
2016-03-29,Northwest,1,Rain,0.59,0,49,,34
2016-03-29,Southeast,5,Clear,0,0,85,,74
2016-03-29,Southeast,5,Rain,0.43,0,88,79,69
2016-03-29,Southwest,4,Clear,0,0,73,,44
2016-03-29,Southwest,4,Rain,0.12,0,71,63,54
2016-03-29,United Kingdom,10,Clear,0,0,55,,40
2016-03-29,United Kingdom,10,Rain,0.64,0,55,46,39
2016-03-30,Australia,9,Clear,0,0,65,56.5,56
2016-03-30,Australia,9,Rain,0.07,0,68,63,56
2016-03-30,Canada,6,Clear,0,0,56,40.4,38
2016-03-30,Canada,6,Rain,0.17,0,77,,68
2016-03-30,Central,3,Clear,0,0,,,
2016-03-30,Central,3,Rain,0.06,0,74,,58
2016-03-30,France,7,Clear,0,0,,,
2016-03-30,France,7,Rain,0.46,0,52,47.5,45
2016-03-30,Germany,8,Clear,0,0,53,44,38
2016-03-30,Germany,8,Rain,0.3,0,53,45,37
2016-03-30,Northeast,2,Clear,0,0,57,49,29
2016-03-30,Northeast,2,Rain,0.68,0,,,
2016-03-30,Northwest,1,Clear,0,0,65,,37
2016-03-30,Northwest,1,Rain,0.03,0,60,,35
2016-03-30,Southeast,5,Clear,0,0,84,,70
2016-03-30,Southeast,5,Rain,4.92,0,82,74,70
2016-03-30,Southwest,4,Clear,0,0,,,
2016-03-30,Southwest,4,Rain,3.61,0,69,71,61
2016-03-30,United Kingdom,10,Clear,0,0,54,,40
2016-03-30,United Kingdom,10,Rain,0.2,0,,47,40
2016-03-31,Australia,9,Clear,0,0,72,61.33333333,45
2016-03-31,Australia,9,Rain,0.13,0,74,,49
2016-03-31,Canada,6,Clear,0,0,58,35.2,40
2016-03-31,Canada,6,Rain,0.17,0,,,
2016-03-31,Central,3,Clear,0,0,63,,39
2016-03-31,Central,3,Rain,0.73,0,,,
2016-03-31,France,7,Clear,0,0,,,
2016-03-31,France,7,Rain,1.38,0,46,44,43
2016-03-31,Germany,8,Clear,0,0,52,45.5,39
2016-03-31,Northeast,2,Clear,0,0,66,56.5,37
2016-03-31,Northeast,2,Rain,2.54,0,,,
2016-03-31,Northwest,1,Clear,0,0,69,,41
2016-03-31,Southeast,5,Clear,0,0,83,79,73
